Iterações entre number1 * number2: 36000
+5 4/8 * +7 = +38 1/2
+5 4/8 * +8 = +44
+5 4/8 * +9 = +49 1/2
+5 4/8 * -0 = +0
+5 4/8 * -1 = -5 1/2
+5 4/8 * -2 = -11
+5 4/8 * -3 = -16 1/2
+5 4/8 * -4 = -22
+5 4/8 * -5 = -27 1/2
+5 4/8 * -6 = -33
+5 4/8 * -7 = -38 1/2
+5 4/8 * -8 = -44
+5 4/8 * -9 = -49 1/2
+5 4/9 * +0 = +0
+5 4/9 * +1 = +5 4/9
+5 4/9 * +2 = +10 8/9
+5 4/9 * +3 = +16 1/3
+5 4/9 * +4 = +21 7/9
+5 4/9 * +5 = +27 2/9
+5 4/9 * +6 = +32 2/3
+5 4/9 * +7 = +38 1/9
+5 4/9 * +8 = +43 5/9
+5 4/9 * +9 = +49
+5 4/9 * -0 = +0
+5 4/9 * -1 = -5 4/9
+5 4/9 * -2 = -10 8/9
+5 4/9 * -3 = -16 1/3
+5 4/9 * -4 = -21 7/9
+5 4/9 * -5 = -27 2/9
+5 4/9 * -6 = -32 2/3
+5 4/9 * -7 = -38 1/9
+5 4/9 * -8 = -43 5/9
+5 4/9 * -9 = -49
+5 5/1 * +0 = +0
+5 5/1 * +1 = +10
+5 5/1 * +2 = +20
+5 5/1 * +3 = +30
+5 5/1 * +4 = +40
+5 5/1 * +5 = +50
+5 5/1 * +6 = +60
+5 5/1 * +7 = +70
+5 5/1 * +8 = +80
+5 5/1 * +9 = +90
+5 5/1 * -0 = +0
+5 5/1 * -1 = -10
+5 5/1 * -2 = -20
+5 5/1 * -3 = -30
+5 5/1 * -4 = -40
+5 5/1 * -5 = -50
+5 5/1 * -6 = -60
+5 5/1 * -7 = -70
+5 5/1 * -8 = -80
+5 5/1 * -9 = -90
+5 5/2 * +0 = +0
+5 5/2 * +1 = +7 1/2
+5 5/2 * +2 = +15
+5 5/2 * +3 = +22 1/2
+5 5/2 * +4 = +30
+5 5/2 * +5 = +37 1/2
+5 5/2 * +6 = +45
+5 5/2 * +7 = +52 1/2
+5 5/2 * +8 = +60
+5 5/2 * +9 = +67 1/2
+5 5/2 * -0 = +0
+5 5/2 * -1 = -7 1/2
+5 5/2 * -2 = -15
+5 5/2 * -3 = -22 1/2
+5 5/2 * -4 = -30
+5 5/2 * -5 = -37 1/2
+5 5/2 * -6 = -45
+5 5/2 * -7 = -52 1/2
+5 5/2 * -8 = -60
+5 5/2 * -9 = -67 1/2
+5 5/3 * +0 = +0
+5 5/3 * +1 = +6 2/3
+5 5/3 * +2 = +13 1/3
+5 5/3 * +3 = +20
+5 5/3 * +4 = +26 2/3
+5 5/3 * +5 = +33 1/3
+5 5/3 * +6 = +40
+5 5/3 * +7 = +46 2/3
+5 5/3 * +8 = +53 1/3
+5 5/3 * +9 = +60
+5 5/3 * -0 = +0
+5 5/3 * -1 = -6 2/3
+5 5/3 * -2 = -13 1/3
+5 5/3 * -3 = -20
+5 5/3 * -4 = -26 2/3
+5 5/3 * -5 = -33 1/3
+5 5/3 * -6 = -40
+5 5/3 * -7 = -46 2/3
+5 5/3 * -8 = -53 1/3
+5 5/3 * -9 = -60
+5 5/4 * +0 = +0
+5 5/4 * +1 = +6 1/4
+5 5/4 * +2 = +12 1/2
+5 5/4 * +3 = +18 3/4
+5 5/4 * +4 = +25
+5 5/4 * +5 = +31 1/4
+5 5/4 * +6 = +37 1/2
+5 5/4 * +7 = +43 3/4
+5 5/4 * +8 = +50
+5 5/4 * +9 = +56 1/4
+5 5/4 * -0 = +0
+5 5/4 * -1 = -6 1/4
+5 5/4 * -2 = -12 1/2
+5 5/4 * -3 = -18 3/4
+5 5/4 * -4 = -25
+5 5/4 * -5 = -31 1/4
+5 5/4 * -6 = -37 1/2
+5 5/4 * -7 = -43 3/4
+5 5/4 * -8 = -50
+5 5/4 * -9 = -56 1/4
+5 5/5 * +0 = +0
+5 5/5 * +1 = +6
+5 5/5 * +2 = +12
+5 5/5 * +3 = +18
+5 5/5 * +4 = +24
+5 5/5 * +5 = +30
+5 5/5 * +6 = +36
+5 5/5 * +7 = +42
+5 5/5 * +8 = +48
+5 5/5 * +9 = +54
+5 5/5 * -0 = +0
+5 5/5 * -1 = -6
+5 5/5 * -2 = -12
+5 5/5 * -3 = -18
+5 5/5 * -4 = -24
+5 5/5 * -5 = -30
+5 5/5 * -6 = -36
+5 5/5 * -7 = -42
+5 5/5 * -8 = -48
+5 5/5 * -9 = -54
+5 5/6 * +0 = +0
+5 5/6 * +1 = +5 5/6
+5 5/6 * +2 = +11 2/3
+5 5/6 * +3 = +17 1/2
+5 5/6 * +4 = +23 1/3
+5 5/6 * +5 = +29 1/6
+5 5/6 * +6 = +35
+5 5/6 * +7 = +40 5/6
+5 5/6 * +8 = +46 2/3
+5 5/6 * +9 = +52 1/2
+5 5/6 * -0 = +0
+5 5/6 * -1 = -5 5/6
+5 5/6 * -2 = -11 2/3
+5 5/6 * -3 = -17 1/2
+5 5/6 * -4 = -23 1/3
+5 5/6 * -5 = -29 1/6
+5 5/6 * -6 = -35
+5 5/6 * -7 = -40 5/6
+5 5/6 * -8 = -46 2/3
+5 5/6 * -9 = -52 1/2
+5 5/7 * +0 = +0
+5 5/7 * +1 = +5 5/7
+5 5/7 * +2 = +11 3/7
+5 5/7 * +3 = +17 1/7
+5 5/7 * +4 = +22 6/7
+5 5/7 * +5 = +28 4/7
+5 5/7 * +6 = +34 2/7
+5 5/7 * +7 = +40
+5 5/7 * +8 = +45 5/7
+5 5/7 * +9 = +51 3/7
+5 5/7 * -0 = +0
+5 5/7 * -1 = -5 5/7
+5 5/7 * -2 = -11 3/7
+5 5/7 * -3 = -17 1/7
+5 5/7 * -4 = -22 6/7
+5 5/7 * -5 = -28 4/7
+5 5/7 * -6 = -34 2/7
+5 5/7 * -7 = -40
+5 5/7 * -8 = -45 5/7
+5 5/7 * -9 = -51 3/7
+5 5/8 * +0 = +0
+5 5/8 * +1 = +5 5/8
+5 5/8 * +2 = +11 1/4
+5 5/8 * +3 = +16 7/8
+5 5/8 * +4 = +22 1/2
+5 5/8 * +5 = +28 1/8
+5 5/8 * +6 = +33 3/4
+5 5/8 * +7 = +39 3/8
+5 5/8 * +8 = +45
+5 5/8 * +9 = +50 5/8
+5 5/8 * -0 = +0
+5 5/8 * -1 = -5 5/8
+5 5/8 * -2 = -11 1/4
+5 5/8 * -3 = -16 7/8
+5 5/8 * -4 = -22 1/2
+5 5/8 * -5 = -28 1/8
+5 5/8 * -6 = -33 3/4
+5 5/8 * -7 = -39 3/8
+5 5/8 * -8 = -45
+5 5/8 * -9 = -50 5/8
+5 5/9 * +0 = +0
+5 5/9 * +1 = +5 5/9
+5 5/9 * +2 = +11 1/9
+5 5/9 * +3 = +16 2/3
+5 5/9 * +4 = +22 2/9
+5 5/9 * +5 = +27 7/9
+5 5/9 * +6 = +33 1/3
+5 5/9 * +7 = +38 8/9
+5 5/9 * +8 = +44 4/9
+5 5/9 * +9 = +50
+5 5/9 * -0 = +0
+5 5/9 * -1 = -5 5/9
+5 5/9 * -2 = -11 1/9
+5 5/9 * -3 = -16 2/3
+5 5/9 * -4 = -22 2/9
+5 5/9 * -5 = -27 7/9
+5 5/9 * -6 = -33 1/3
+5 5/9 * -7 = -38 8/9
+5 5/9 * -8 = -44 4/9
+5 5/9 * -9 = -50
+5 6/1 * +0 = +0
+5 6/1 * +1 = +11
+5 6/1 * +2 = +22
+5 6/1 * +3 = +33
+5 6/1 * +4 = +44
+5 6/1 * +5 = +55
+5 6/1 * +6 = +66
+5 6/1 * +7 = +77
+5 6/1 * +8 = +88
+5 6/1 * +9 = +99
+5 6/1 * -0 = +0
+5 6/1 * -1 = -11
+5 6/1 * -2 = -22
+5 6/1 * -3 = -33
+5 6/1 * -4 = -44
+5 6/1 * -5 = -55
+5 6/1 * -6 = -66
+5 6/1 * -7 = -77
+5 6/1 * -8 = -88
+5 6/1 * -9 = -99
+5 6/2 * +0 = +0
+5 6/2 * +1 = +8
+5 6/2 * +2 = +16
+5 6/2 * +3 = +24
+5 6/2 * +4 = +32
+5 6/2 * +5 = +40
+5 6/2 * +6 = +48
+5 6/2 * +7 = +56
+5 6/2 * +8 = +64
+5 6/2 * +9 = +72
+5 6/2 * -0 = +0
+5 6/2 * -1 = -8
+5 6/2 * -2 = -16
+5 6/2 * -3 = -24
+5 6/2 * -4 = -32
+5 6/2 * -5 = -40
+5 6/2 * -6 = -48
+5 6/2 * -7 = -56
+5 6/2 * -8 = -64
+5 6/2 * -9 = -72
+5 6/3 * +0 = +0
+5 6/3 * +1 = +7
+5 6/3 * +2 = +14
+5 6/3 * +3 = +21
+5 6/3 * +4 = +28
+5 6/3 * +5 = +35
+5 6/3 * +6 = +42
+5 6/3 * +7 = +49
+5 6/3 * +8 = +56
+5 6/3 * +9 = +63
+5 6/3 * -0 = +0
+5 6/3 * -1 = -7
+5 6/3 * -2 = -14
+5 6/3 * -3 = -21
+5 6/3 * -4 = -28
+5 6/3 * -5 = -35
+5 6/3 * -6 = -42
+5 6/3 * -7 = -49
+5 6/3 * -8 = -56
+5 6/3 * -9 = -63
+5 6/4 * +0 = +0
+5 6/4 * +1 = +6 1/2
+5 6/4 * +2 = +13
+5 6/4 * +3 = +19 1/2
+5 6/4 * +4 = +26
+5 6/4 * +5 = +32 1/2
+5 6/4 * +6 = +39
+5 6/4 * +7 = +45 1/2
+5 6/4 * +8 = +52
+5 6/4 * +9 = +58 1/2
+5 6/4 * -0 = +0
+5 6/4 * -1 = -6 1/2
+5 6/4 * -2 = -13
+5 6/4 * -3 = -19 1/2
+5 6/4 * -4 = -26
+5 6/4 * -5 = -32 1/2
+5 6/4 * -6 = -39
+5 6/4 * -7 = -45 1/2
+5 6/4 * -8 = -52
+5 6/4 * -9 = -58 1/2
+5 6/5 * +0 = +0
+5 6/5 * +1 = +6 1/5
+5 6/5 * +2 = +12 2/5
+5 6/5 * +3 = +18 3/5
+5 6/5 * +4 = +24 4/5
+5 6/5 * +5 = +31
+5 6/5 * +6 = +37 1/5
+5 6/5 * +7 = +43 2/5
+5 6/5 * +8 = +49 3/5
+5 6/5 * +9 = +55 4/5
+5 6/5 * -0 = +0
+5 6/5 * -1 = -6 1/5
+5 6/5 * -2 = -12 2/5
+5 6/5 * -3 = -18 3/5
+5 6/5 * -4 = -24 4/5
+5 6/5 * -5 = -31
+5 6/5 * -6 = -37 1/5
+5 6/5 * -7 = -43 2/5
+5 6/5 * -8 = -49 3/5
+5 6/5 * -9 = -55 4/5
+5 6/6 * +0 = +0
+5 6/6 * +1 = +6
+5 6/6 * +2 = +12
+5 6/6 * +3 = +18
+5 6/6 * +4 = +24
+5 6/6 * +5 = +30
+5 6/6 * +6 = +36
+5 6/6 * +7 = +42
+5 6/6 * +8 = +48
+5 6/6 * +9 = +54
+5 6/6 * -0 = +0
+5 6/6 * -1 = -6
+5 6/6 * -2 = -12
+5 6/6 * -3 = -18
+5 6/6 * -4 = -24
+5 6/6 * -5 = -30
+5 6/6 * -6 = -36
+5 6/6 * -7 = -42
+5 6/6 * -8 = -48
+5 6/6 * -9 = -54
+5 6/7 * +0 = +0
+5 6/7 * +1 = +5 6/7
+5 6/7 * +2 = +11 5/7
+5 6/7 * +3 = +17 4/7
+5 6/7 * +4 = +23 3/7
+5 6/7 * +5 = +29 2/7
+5 6/7 * +6 = +35 1/7
+5 6/7 * +7 = +41
+5 6/7 * +8 = +46 6/7
+5 6/7 * +9 = +52 5/7
+5 6/7 * -0 = +0
+5 6/7 * -1 = -5 6/7
+5 6/7 * -2 = -11 5/7
+5 6/7 * -3 = -17 4/7
+5 6/7 * -4 = -23 3/7
+5 6/7 * -5 = -29 2/7
+5 6/7 * -6 = -35 1/7
+5 6/7 * -7 = -41
+5 6/7 * -8 = -46 6/7
+5 6/7 * -9 = -52 5/7
+5 6/8 * +0 = +0
+5 6/8 * +1 = +5 3/4
+5 6/8 * +2 = +11 1/2
+5 6/8 * +3 = +17 1/4
+5 6/8 * +4 = +23
+5 6/8 * +5 = +28 3/4
+5 6/8 * +6 = +34 1/2
+5 6/8 * +7 = +40 1/4
+5 6/8 * +8 = +46
+5 6/8 * +9 = +51 3/4
+5 6/8 * -0 = +0
+5 6/8 * -1 = -5 3/4
+5 6/8 * -2 = -11 1/2
+5 6/8 * -3 = -17 1/4
+5 6/8 * -4 = -23
+5 6/8 * -5 = -28 3/4
+5 6/8 * -6 = -34 1/2
+5 6/8 * -7 = -40 1/4
+5 6/8 * -8 = -46
+5 6/8 * -9 = -51 3/4
+5 6/9 * +0 = +0
+5 6/9 * +1 = +5 2/3
+5 6/9 * +2 = +11 1/3
+5 6/9 * +3 = +17
+5 6/9 * +4 = +22 2/3
+5 6/9 * +5 = +28 1/3
+5 6/9 * +6 = +34
+5 6/9 * +7 = +39 2/3
+5 6/9 * +8 = +45 1/3
+5 6/9 * +9 = +51
+5 6/9 * -0 = +0
+5 6/9 * -1 = -5 2/3
+5 6/9 * -2 = -11 1/3
+5 6/9 * -3 = -17
+5 6/9 * -4 = -22 2/3
+5 6/9 * -5 = -28 1/3
+5 6/9 * -6 = -34
+5 6/9 * -7 = -39 2/3
+5 6/9 * -8 = -45 1/3
+5 6/9 * -9 = -51
+5 7/1 * +0 = +0
+5 7/1 * +1 = +12
+5 7/1 * +2 = +24
+5 7/1 * +3 = +36
+5 7/1 * +4 = +48
+5 7/1 * +5 = +60
+5 7/1 * +6 = +72
+5 7/1 * +7 = +84
+5 7/1 * +8 = +96
+5 7/1 * +9 = +108
+5 7/1 * -0 = +0
+5 7/1 * -1 = -12
+5 7/1 * -2 = -24
+5 7/1 * -3 = -36
+5 7/1 * -4 = -48
+5 7/1 * -5 = -60
+5 7/1 * -6 = -72
+5 7/1 * -7 = -84
+5 7/1 * -8 = -96
+5 7/1 * -9 = -108
+5 7/2 * +0 = +0
+5 7/2 * +1 = +8 1/2
+5 7/2 * +2 = +17
+5 7/2 * +3 = +25 1/2
+5 7/2 * +4 = +34
+5 7/2 * +5 = +42 1/2
+5 7/2 * +6 = +51
+5 7/2 * +7 = +59 1/2
+5 7/2 * +8 = +68
+5 7/2 * +9 = +76 1/2
+5 7/2 * -0 = +0
+5 7/2 * -1 = -8 1/2
+5 7/2 * -2 = -17
+5 7/2 * -3 = -25 1/2
+5 7/2 * -4 = -34
+5 7/2 * -5 = -42 1/2
+5 7/2 * -6 = -51
+5 7/2 * -7 = -59 1/2
+5 7/2 * -8 = -68
+5 7/2 * -9 = -76 1/2
+5 7/3 * +0 = +0
+5 7/3 * +1 = +7 1/3
+5 7/3 * +2 = +14 2/3
+5 7/3 * +3 = +22
+5 7/3 * +4 = +29 1/3
+5 7/3 * +5 = +36 2/3
+5 7/3 * +6 = +44
+5 7/3 * +7 = +51 1/3
+5 7/3 * +8 = +58 2/3
+5 7/3 * +9 = +66
+5 7/3 * -0 = +0
+5 7/3 * -1 = -7 1/3
+5 7/3 * -2 = -14 2/3
+5 7/3 * -3 = -22
+5 7/3 * -4 = -29 1/3
+5 7/3 * -5 = -36 2/3
+5 7/3 * -6 = -44
+5 7/3 * -7 = -51 1/3
+5 7/3 * -8 = -58 2/3
+5 7/3 * -9 = -66
+5 7/4 * +0 = +0
+5 7/4 * +1 = +6 3/4
+5 7/4 * +2 = +13 1/2
+5 7/4 * +3 = +20 1/4
+5 7/4 * +4 = +27
+5 7/4 * +5 = +33 3/4
+5 7/4 * +6 = +40 1/2
+5 7/4 * +7 = +47 1/4
+5 7/4 * +8 = +54
+5 7/4 * +9 = +60 3/4
+5 7/4 * -0 = +0
+5 7/4 * -1 = -6 3/4
+5 7/4 * -2 = -13 1/2
+5 7/4 * -3 = -20 1/4
+5 7/4 * -4 = -27
+5 7/4 * -5 = -33 3/4
+5 7/4 * -6 = -40 1/2
+5 7/4 * -7 = -47 1/4
+5 7/4 * -8 = -54
+5 7/4 * -9 = -60 3/4
+5 7/5 * +0 = +0
+5 7/5 * +1 = +6 2/5
+5 7/5 * +2 = +12 4/5
+5 7/5 * +3 = +19 1/5
+5 7/5 * +4 = +25 3/5
+5 7/5 * +5 = +32
+5 7/5 * +6 = +38 2/5
+5 7/5 * +7 = +44 4/5
+5 7/5 * +8 = +51 1/5
+5 7/5 * +9 = +57 3/5
+5 7/5 * -0 = +0
+5 7/5 * -1 = -6 2/5
+5 7/5 * -2 = -12 4/5
+5 7/5 * -3 = -19 1/5
+5 7/5 * -4 = -25 3/5
+5 7/5 * -5 = -32
+5 7/5 * -6 = -38 2/5
+5 7/5 * -7 = -44 4/5
+5 7/5 * -8 = -51 1/5
+5 7/5 * -9 = -57 3/5
+5 7/6 * +0 = +0
+5 7/6 * +1 = +6 1/6
+5 7/6 * +2 = +12 1/3
+5 7/6 * +3 = +18 1/2
+5 7/6 * +4 = +24 2/3
+5 7/6 * +5 = +30 5/6
+5 7/6 * +6 = +37
+5 7/6 * +7 = +43 1/6
+5 7/6 * +8 = +49 1/3
+5 7/6 * +9 = +55 1/2
+5 7/6 * -0 = +0
+5 7/6 * -1 = -6 1/6
+5 7/6 * -2 = -12 1/3
+5 7/6 * -3 = -18 1/2
+5 7/6 * -4 = -24 2/3
+5 7/6 * -5 = -30 5/6
+5 7/6 * -6 = -37
+5 7/6 * -7 = -43 1/6
+5 7/6 * -8 = -49 1/3
+5 7/6 * -9 = -55 1/2
+5 7/7 * +0 = +0
+5 7/7 * +1 = +6
+5 7/7 * +2 = +12
+5 7/7 * +3 = +18
+5 7/7 * +4 = +24
+5 7/7 * +5 = +30
+5 7/7 * +6 = +36
+5 7/7 * +7 = +42
+5 7/7 * +8 = +48
+5 7/7 * +9 = +54
+5 7/7 * -0 = +0
+5 7/7 * -1 = -6
+5 7/7 * -2 = -12
+5 7/7 * -3 = -18
+5 7/7 * -4 = -24
+5 7/7 * -5 = -30
+5 7/7 * -6 = -36
+5 7/7 * -7 = -42
+5 7/7 * -8 = -48
+5 7/7 * -9 = -54
+5 7/8 * +0 = +0
+5 7/8 * +1 = +5 7/8
+5 7/8 * +2 = +11 3/4
+5 7/8 * +3 = +17 5/8
+5 7/8 * +4 = +23 1/2
+5 7/8 * +5 = +29 3/8
+5 7/8 * +6 = +35 1/4
+5 7/8 * +7 = +41 1/8
+5 7/8 * +8 = +47
+5 7/8 * +9 = +52 7/8
+5 7/8 * -0 = +0
+5 7/8 * -1 = -5 7/8
+5 7/8 * -2 = -11 3/4
+5 7/8 * -3 = -17 5/8
+5 7/8 * -4 = -23 1/2
+5 7/8 * -5 = -29 3/8
+5 7/8 * -6 = -35 1/4
+5 7/8 * -7 = -41 1/8
+5 7/8 * -8 = -47
+5 7/8 * -9 = -52 7/8
+5 7/9 * +0 = +0
+5 7/9 * +1 = +5 7/9
+5 7/9 * +2 = +11 5/9
+5 7/9 * +3 = +17 1/3
+5 7/9 * +4 = +23 1/9
+5 7/9 * +5 = +28 8/9
+5 7/9 * +6 = +34 2/3
+5 7/9 * +7 = +40 4/9
+5 7/9 * +8 = +46 2/9
+5 7/9 * +9 = +52
+5 7/9 * -0 = +0
+5 7/9 * -1 = -5 7/9
+5 7/9 * -2 = -11 5/9
+5 7/9 * -3 = -17 1/3
+5 7/9 * -4 = -23 1/9
+5 7/9 * -5 = -28 8/9
+5 7/9 * -6 = -34 2/3
+5 7/9 * -7 = -40 4/9
+5 7/9 * -8 = -46 2/9
+5 7/9 * -9 = -52
+5 8/1 * +0 = +0
+5 8/1 * +1 = +13
+5 8/1 * +2 = +26
+5 8/1 * +3 = +39
+5 8/1 * +4 = +52
+5 8/1 * +5 = +65
+5 8/1 * +6 = +78
+5 8/1 * +7 = +91
+5 8/1 * +8 = +104
+5 8/1 * +9 = +117
+5 8/1 * -0 = +0
+5 8/1 * -1 = -13
+5 8/1 * -2 = -26
+5 8/1 * -3 = -39
+5 8/1 * -4 = -52
+5 8/1 * -5 = -65
+5 8/1 * -6 = -78
+5 8/1 * -7 = -91
+5 8/1 * -8 = -104
+5 8/1 * -9 = -117
+5 8/2 * +0 = +0
+5 8/2 * +1 = +9
+5 8/2 * +2 = +18
+5 8/2 * +3 = +27
+5 8/2 * +4 = +36
+5 8/2 * +5 = +45
+5 8/2 * +6 = +54
+5 8/2 * +7 = +63
+5 8/2 * +8 = +72
+5 8/2 * +9 = +81
+5 8/2 * -0 = +0
+5 8/2 * -1 = -9
+5 8/2 * -2 = -18
+5 8/2 * -3 = -27
+5 8/2 * -4 = -36
+5 8/2 * -5 = -45
+5 8/2 * -6 = -54
+5 8/2 * -7 = -63
+5 8/2 * -8 = -72
+5 8/2 * -9 = -81
+5 8/3 * +0 = +0
+5 8/3 * +1 = +7 2/3
+5 8/3 * +2 = +15 1/3
+5 8/3 * +3 = +23
+5 8/3 * +4 = +30 2/3
+5 8/3 * +5 = +38 1/3
+5 8/3 * +6 = +46
+5 8/3 * +7 = +53 2/3
+5 8/3 * +8 = +61 1/3
+5 8/3 * +9 = +69
+5 8/3 * -0 = +0
+5 8/3 * -1 = -7 2/3
+5 8/3 * -2 = -15 1/3
+5 8/3 * -3 = -23
+5 8/3 * -4 = -30 2/3
+5 8/3 * -5 = -38 1/3
+5 8/3 * -6 = -46
+5 8/3 * -7 = -53 2/3
+5 8/3 * -8 = -61 1/3
+5 8/3 * -9 = -69
+5 8/4 * +0 = +0
+5 8/4 * +1 = +7
+5 8/4 * +2 = +14
+5 8/4 * +3 = +21
+5 8/4 * +4 = +28
+5 8/4 * +5 = +35
+5 8/4 * +6 = +42
+5 8/4 * +7 = +49
+5 8/4 * +8 = +56
+5 8/4 * +9 = +63
+5 8/4 * -0 = +0
+5 8/4 * -1 = -7
+5 8/4 * -2 = -14
+5 8/4 * -3 = -21
+5 8/4 * -4 = -28
+5 8/4 * -5 = -35
+5 8/4 * -6 = -42
+5 8/4 * -7 = -49
+5 8/4 * -8 = -56
+5 8/4 * -9 = -63
+5 8/5 * +0 = +0
+5 8/5 * +1 = +6 3/5
+5 8/5 * +2 = +13 1/5
+5 8/5 * +3 = +19 4/5
+5 8/5 * +4 = +26 2/5
+5 8/5 * +5 = +33
+5 8/5 * +6 = +39 3/5
+5 8/5 * +7 = +46 1/5
+5 8/5 * +8 = +52 4/5
+5 8/5 * +9 = +59 2/5
+5 8/5 * -0 = +0
+5 8/5 * -1 = -6 3/5
+5 8/5 * -2 = -13 1/5
+5 8/5 * -3 = -19 4/5
+5 8/5 * -4 = -26 2/5
+5 8/5 * -5 = -33
+5 8/5 * -6 = -39 3/5
+5 8/5 * -7 = -46 1/5
+5 8/5 * -8 = -52 4/5
+5 8/5 * -9 = -59 2/5
+5 8/6 * +0 = +0
+5 8/6 * +1 = +6 1/3
+5 8/6 * +2 = +12 2/3
+5 8/6 * +3 = +19
+5 8/6 * +4 = +25 1/3
+5 8/6 * +5 = +31 2/3
+5 8/6 * +6 = +38
+5 8/6 * +7 = +44 1/3
+5 8/6 * +8 = +50 2/3
+5 8/6 * +9 = +57
+5 8/6 * -0 = +0
+5 8/6 * -1 = -6 1/3
+5 8/6 * -2 = -12 2/3
+5 8/6 * -3 = -19
+5 8/6 * -4 = -25 1/3
+5 8/6 * -5 = -31 2/3
+5 8/6 * -6 = -38
+5 8/6 * -7 = -44 1/3
+5 8/6 * -8 = -50 2/3
+5 8/6 * -9 = -57
+5 8/7 * +0 = +0
+5 8/7 * +1 = +6 1/7
+5 8/7 * +2 = +12 2/7
+5 8/7 * +3 = +18 3/7
+5 8/7 * +4 = +24 4/7
+5 8/7 * +5 = +30 5/7
+5 8/7 * +6 = +36 6/7
+5 8/7 * +7 = +43
+5 8/7 * +8 = +49 1/7
+5 8/7 * +9 = +55 2/7
+5 8/7 * -0 = +0
+5 8/7 * -1 = -6 1/7
+5 8/7 * -2 = -12 2/7
+5 8/7 * -3 = -18 3/7
+5 8/7 * -4 = -24 4/7
+5 8/7 * -5 = -30 5/7
+5 8/7 * -6 = -36 6/7
+5 8/7 * -7 = -43
+5 8/7 * -8 = -49 1/7
+5 8/7 * -9 = -55 2/7
+5 8/8 * +0 = +0
+5 8/8 * +1 = +6
+5 8/8 * +2 = +12
+5 8/8 * +3 = +18
+5 8/8 * +4 = +24
+5 8/8 * +5 = +30
+5 8/8 * +6 = +36
+5 8/8 * +7 = +42
+5 8/8 * +8 = +48
+5 8/8 * +9 = +54
+5 8/8 * -0 = +0
+5 8/8 * -1 = -6
+5 8/8 * -2 = -12
+5 8/8 * -3 = -18
+5 8/8 * -4 = -24
+5 8/8 * -5 = -30
+5 8/8 * -6 = -36
+5 8/8 * -7 = -42
+5 8/8 * -8 = -48
+5 8/8 * -9 = -54
+5 8/9 * +0 = +0
+5 8/9 * +1 = +5 8/9
+5 8/9 * +2 = +11 7/9
+5 8/9 * +3 = +17 2/3
+5 8/9 * +4 = +23 5/9
+5 8/9 * +5 = +29 4/9
+5 8/9 * +6 = +35 1/3
+5 8/9 * +7 = +41 2/9
+5 8/9 * +8 = +47 1/9
+5 8/9 * +9 = +53
+5 8/9 * -0 = +0
+5 8/9 * -1 = -5 8/9
+5 8/9 * -2 = -11 7/9
+5 8/9 * -3 = -17 2/3
+5 8/9 * -4 = -23 5/9
+5 8/9 * -5 = -29 4/9
+5 8/9 * -6 = -35 1/3
+5 8/9 * -7 = -41 2/9
+5 8/9 * -8 = -47 1/9
+5 8/9 * -9 = -53
+5 9/1 * +0 = +0
+5 9/1 * +1 = +14
+5 9/1 * +2 = +28
+5 9/1 * +3 = +42
+5 9/1 * +4 = +56
+5 9/1 * +5 = +70
+5 9/1 * +6 = +84
+5 9/1 * +7 = +98
+5 9/1 * +8 = +112
+5 9/1 * +9 = +126
+5 9/1 * -0 = +0
+5 9/1 * -1 = -14
+5 9/1 * -2 = -28
+5 9/1 * -3 = -42
+5 9/1 * -4 = -56
+5 9/1 * -5 = -70
+5 9/1 * -6 = -84
+5 9/1 * -7 = -98
+5 9/1 * -8 = -112
+5 9/1 * -9 = -126
+5 9/2 * +0 = +0
+5 9/2 * +1 = +9 1/2
+5 9/2 * +2 = +19
+5 9/2 * +3 = +28 1/2
+5 9/2 * +4 = +38
+5 9/2 * +5 = +47 1/2
+5 9/2 * +6 = +57
+5 9/2 * +7 = +66 1/2
+5 9/2 * +8 = +76
+5 9/2 * +9 = +85 1/2
+5 9/2 * -0 = +0
+5 9/2 * -1 = -9 1/2
+5 9/2 * -2 = -19
+5 9/2 * -3 = -28 1/2
+5 9/2 * -4 = -38
+5 9/2 * -5 = -47 1/2
+5 9/2 * -6 = -57
+5 9/2 * -7 = -66 1/2
+5 9/2 * -8 = -76
+5 9/2 * -9 = -85 1/2
+5 9/3 * +0 = +0
+5 9/3 * +1 = +8
+5 9/3 * +2 = +16
+5 9/3 * +3 = +24
+5 9/3 * +4 = +32
+5 9/3 * +5 = +40
+5 9/3 * +6 = +48
+5 9/3 * +7 = +56
+5 9/3 * +8 = +64
+5 9/3 * +9 = +72
+5 9/3 * -0 = +0
+5 9/3 * -1 = -8
+5 9/3 * -2 = -16
+5 9/3 * -3 = -24
+5 9/3 * -4 = -32
+5 9/3 * -5 = -40
+5 9/3 * -6 = -48
+5 9/3 * -7 = -56
+5 9/3 * -8 = -64
+5 9/3 * -9 = -72
+5 9/4 * +0 = +0
+5 9/4 * +1 = +7 1/4
+5 9/4 * +2 = +14 1/2
+5 9/4 * +3 = +21 3/4
+5 9/4 * +4 = +29
+5 9/4 * +5 = +36 1/4
+5 9/4 * +6 = +43 1/2
+5 9/4 * +7 = +50 3/4
+5 9/4 * +8 = +58
+5 9/4 * +9 = +65 1/4
+5 9/4 * -0 = +0
+5 9/4 * -1 = -7 1/4
+5 9/4 * -2 = -14 1/2
+5 9/4 * -3 = -21 3/4
+5 9/4 * -4 = -29
+5 9/4 * -5 = -36 1/4
